nr. sessions,total km,km Z3-4,km Z5-T1-T2,km sprinting,strength training,hours alternative,perceived exertion,perceived trainingSuccess,perceived recovery,nr. sessions.1,total km.1,km Z3-4.1,km Z5-T1-T2.1,km sprinting.1,strength training.1,hours alternative.1,perceived exertion.1,perceived trainingSuccess.1,perceived recovery.1,nr. sessions.2,total km.2,km Z3-4.2,km Z5-T1-T2.2,km sprinting.2,strength training.2,hours alternative.2,perceived exertion.2,perceived trainingSuccess.2,perceived recovery.2,nr. sessions.3,total km.3,km Z3-4.3,km Z5-T1-T2.3,km sprinting.3,strength training.3,hours alternative.3,perceived exertion.3,perceived trainingSuccess.3,perceived recovery.3,nr. sessions.4,total km.4,km Z3-4.4,km Z5-T1-T2.4,km sprinting.4,strength training.4,hours alternative.4,perceived exertion.4,perceived trainingSuccess.4,perceived recovery.4,nr. sessions.5,total km.5,km Z3-4.5,km Z5-T1-T2.5,km sprinting.5,strength training.5,hours alternative.5,perceived exertion.5,perceived trainingSuccess.5,perceived recovery.5,nr. sessions.6,total km.6,km Z3-4.6,km Z5-T1-T2.6,km sprinting.6,strength training.6,hours alternative.6,perceived exertion.6,perceived trainingSuccess.6,perceived recovery.6,Athlete ID,injury,Date
1,16,5,0,0,0,0,0.24,0.66,0.19,1,0,0,0,0,0,1,0.23,0.65,0.25,1,13,0,0,0,0,0,0.31,0.67,0.23,1,0,0,0,0,0,1,0.28,0.73,0.32,1,17,9,0,0,0,0,0.24,0.73,0.23,1,13,0,0,0,0,0,0.3,0.7,0.3,1,0,0,0,0,0,1.5,0.3,0.68,0.27,2,0,1142
1,0,0,0,0,0,1,0.23,0.65,0.25,1,13,0,0,0,0,0,0.31,0.67,0.23,1,0,0,0,0,0,1,0.28,0.73,0.32,1,17,9,0,0,0,0,0.24,0.73,0.23,1,13,0,0,0,0,0,0.3,0.7,0.3,1,0,0,0,0,0,1.5,0.3,0.68,0.27,1,16,6,0,0,0,0,0.27,0.61,0.25,2,0,1143
1,13,0,0,0,0,0,0.31,0.67,0.23,1,0,0,0,0,0,1,0.28,0.73,0.32,1,17,9,0,0,0,0,0.24,0.73,0.23,1,13,0,0,0,0,0,0.3,0.7,0.3,1,0,0,0,0,0,1.5,0.3,0.68,0.27,1,16,6,0,0,0,0,0.27,0.61,0.25,1,0,0,0,0,0,1,0.27,0.73,0.26,2,0,1144
1,0,0,0,0,0,1,0.28,0.73,0.32,1,17,9,0,0,0,0,0.24,0.73,0.23,1,13,0,0,0,0,0,0.3,0.7,0.3,1,0,0,0,0,0,1.5,0.3,0.68,0.27,1,16,6,0,0,0,0,0.27,0.61,0.25,1,0,0,0,0,0,1,0.27,0.73,0.26,1,15,0,0,0,0,0,0.28,0.65,0.27,2,0,1145
1,17,9,0,0,0,0,0.24,0.73,0.23,1,13,0,0,0,0,0,0.3,0.7,0.3,1,0,0,0,0,0,1.5,0.3,0.68,0.27,1,16,6,0,0,0,0,0.27,0.61,0.25,1,0,0,0,0,0,1,0.27,0.73,0.26,1,15,0,0,0,0,0,0.28,0.65,0.27,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1146
1,13,0,0,0,0,0,0.3,0.7,0.3,1,0,0,0,0,0,1.5,0.3,0.68,0.27,1,16,6,0,0,0,0,0.27,0.61,0.25,1,0,0,0,0,0,1,0.27,0.73,0.26,1,15,0,0,0,0,0,0.28,0.65,0.27,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.23,0.45,0.25,2,0,1147
1,0,0,0,0,0,1.5,0.3,0.68,0.27,1,16,6,0,0,0,0,0.27,0.61,0.25,1,0,0,0,0,0,1,0.27,0.73,0.26,1,15,0,0,0,0,0,0.28,0.65,0.27,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.23,0.45,0.25,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1148
1,16,6,0,0,0,0,0.27,0.61,0.25,1,0,0,0,0,0,1,0.27,0.73,0.26,1,15,0,0,0,0,0,0.28,0.65,0.27,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.23,0.45,0.25,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1149
1,0,0,0,0,0,1,0.27,0.73,0.26,1,15,0,0,0,0,0,0.28,0.65,0.27,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.23,0.45,0.25,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1150
1,15,0,0,0,0,0,0.28,0.65,0.27,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.23,0.45,0.25,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1151
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.23,0.45,0.25,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1152
1,8,0,0,0,0,0,0.23,0.45,0.25,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1153
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1154
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1155
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1156
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1157
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.25,0.29,0.57,0.28,2,0,1158
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.25,0.29,0.57,0.28,1,0,0,0,0,0,1.25,0.43,0.67,0.31,2,0,1159
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.25,0.29,0.57,0.28,1,0,0,0,0,0,1.25,0.43,0.67,0.31,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1160
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.25,0.29,0.57,0.28,1,0,0,0,0,0,1.25,0.43,0.67,0.31,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.29,0.69,0.26,2,0,1161
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.25,0.29,0.57,0.28,1,0,0,0,0,0,1.25,0.43,0.67,0.31,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.29,0.69,0.26,1,0,0,0,0,0,1.25,0.3,0.64,0.3,2,0,1162
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.25,0.29,0.57,0.28,1,0,0,0,0,0,1.25,0.43,0.67,0.31,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.29,0.69,0.26,1,0,0,0,0,0,1.25,0.3,0.64,0.3,1,0,0,0,0,0,1.25,0.28,0.58,0.34,2,0,1163
1,0,0,0,0,0,1.25,0.29,0.57,0.28,1,0,0,0,0,0,1.25,0.43,0.67,0.31,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.29,0.69,0.26,1,0,0,0,0,0,1.25,0.3,0.64,0.3,1,0,0,0,0,0,1.25,0.28,0.58,0.34,1,9,0,0,0,0,0,0.22,0.67,0.28,2,0,1164
1,0,0,0,0,0,1.25,0.43,0.67,0.31,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.29,0.69,0.26,1,0,0,0,0,0,1.25,0.3,0.64,0.3,1,0,0,0,0,0,1.25,0.28,0.58,0.34,1,9,0,0,0,0,0,0.22,0.67,0.28,1,0,0,0,0,0,1.5,0.28,0.64,0.29,2,0,1165
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,0,0,0,0.29,0.69,0.26,1,0,0,0,0,0,1.25,0.3,0.64,0.3,1,0,0,0,0,0,1.25,0.28,0.58,0.34,1,9,0,0,0,0,0,0.22,0.67,0.28,1,0,0,0,0,0,1.5,0.28,0.64,0.29,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1166
1,8,0,0,0,0,0,0.29,0.69,0.26,1,0,0,0,0,0,1.25,0.3,0.64,0.3,1,0,0,0,0,0,1.25,0.28,0.58,0.34,1,9,0,0,0,0,0,0.22,0.67,0.28,1,0,0,0,0,0,1.5,0.28,0.64,0.29,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.5,0.33,0.53,0.37,2,0,1167
1,0,0,0,0,0,1.25,0.3,0.64,0.3,1,0,0,0,0,0,1.25,0.28,0.58,0.34,1,9,0,0,0,0,0,0.22,0.67,0.28,1,0,0,0,0,0,1.5,0.28,0.64,0.29,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.5,0.33,0.53,0.37,1,12,0,0,0,0,0,0.18,0.79,0.23,2,0,1168
1,0,0,0,0,0,1.25,0.28,0.58,0.34,1,9,0,0,0,0,0,0.22,0.67,0.28,1,0,0,0,0,0,1.5,0.28,0.64,0.29,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.5,0.33,0.53,0.37,1,12,0,0,0,0,0,0.18,0.79,0.23,1,9,0,0,0,0,0,0.23,0.68,0.29,2,0,1169
1,9,0,0,0,0,0,0.22,0.67,0.28,1,0,0,0,0,0,1.5,0.28,0.64,0.29,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.5,0.33,0.53,0.37,1,12,0,0,0,0,0,0.18,0.79,0.23,1,9,0,0,0,0,0,0.23,0.68,0.29,1,0,0,0,0,0,1,0.39,0.66,0.28,2,0,1170
1,0,0,0,0,0,1.5,0.28,0.64,0.29,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.5,0.33,0.53,0.37,1,12,0,0,0,0,0,0.18,0.79,0.23,1,9,0,0,0,0,0,0.23,0.68,0.29,1,0,0,0,0,0,1,0.39,0.66,0.28,1,14,4,0,0,0,0,0.13,0.64,0.26,2,0,1171
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1.5,0.33,0.53,0.37,1,12,0,0,0,0,0,0.18,0.79,0.23,1,9,0,0,0,0,0,0.23,0.68,0.29,1,0,0,0,0,0,1,0.39,0.66,0.28,1,14,4,0,0,0,0,0.13,0.64,0.26,1,0,0,0,0,0,1.5,0.23,0.65,0.33,2,0,1172
1,0,0,0,0,0,1.5,0.33,0.53,0.37,1,12,0,0,0,0,0,0.18,0.79,0.23,1,9,0,0,0,0,0,0.23,0.68,0.29,1,0,0,0,0,0,1,0.39,0.66,0.28,1,14,4,0,0,0,0,0.13,0.64,0.26,1,0,0,0,0,0,1.5,0.23,0.65,0.33,1,13,0,0,0,0,0,0.24,0.68,0.23,2,0,1173
1,12,0,0,0,0,0,0.18,0.79,0.23,1,9,0,0,0,0,0,0.23,0.68,0.29,1,0,0,0,0,0,1,0.39,0.66,0.28,1,14,4,0,0,0,0,0.13,0.64,0.26,1,0,0,0,0,0,1.5,0.23,0.65,0.33,1,13,0,0,0,0,0,0.24,0.68,0.23,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1174
1,9,0,0,0,0,0,0.23,0.68,0.29,1,0,0,0,0,0,1,0.39,0.66,0.28,1,14,4,0,0,0,0,0.13,0.64,0.26,1,0,0,0,0,0,1.5,0.23,0.65,0.33,1,13,0,0,0,0,0,0.24,0.68,0.23,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1175
1,0,0,0,0,0,1,0.39,0.66,0.28,1,14,4,0,0,0,0,0.13,0.64,0.26,1,0,0,0,0,0,1.5,0.23,0.65,0.33,1,13,0,0,0,0,0,0.24,0.68,0.23,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1176
1,14,4,0,0,0,0,0.13,0.64,0.26,1,0,0,0,0,0,1.5,0.23,0.65,0.33,1,13,0,0,0,0,0,0.24,0.68,0.23,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1,0.24,0.66,0.32,2,0,1177
1,0,0,0,0,0,1.5,0.23,0.65,0.33,1,13,0,0,0,0,0,0.24,0.68,0.23,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1,0.24,0.66,0.32,1,13,4,0,0,0,0,0.69,0.77,0.25,2,0,1178
1,13,0,0,0,0,0,0.24,0.68,0.23,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,1,0.24,0.66,0.32,1,13,4,0,0,0,0,0.69,0.77,0.25,1,0,0,0,0,0,1.5,0.24,0.6,0.3,2,0,1179
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,0,2,0.25,0.56,0.36,1,15.4,6.4,0,0,0,0,0.43,0.69,0.26,1,11,0,0,0,0,0,0.3,0.66,0.28,1,9,0,0,0,0,0,0.3,0.59,0.64,1,0,0,0,0,0,1,0.35,0.64,0.35,1,17,0,0,0,0,0,0.29,0.6,0.25,2,0,1224
1,0,0,0,0,0,2,0.25,0.56,0.36,1,15.4,6.4,0,0,0,0,0.43,0.69,0.26,1,11,0,0,0,0,0,0.3,0.66,0.28,1,9,0,0,0,0,0,0.3,0.59,0.64,1,0,0,0,0,0,1,0.35,0.64,0.35,1,17,0,0,0,0,0,0.29,0.6,0.25,1,0,0,0,0,0,1.5,0.33,0.73,0.34,2,0,1225
1,15.4,6.4,0,0,0,0,0.43,0.69,0.26,1,11,0,0,0,0,0,0.3,0.66,0.28,1,9,0,0,0,0,0,0.3,0.59,0.64,1,0,0,0,0,0,1,0.35,0.64,0.35,1,17,0,0,0,0,0,0.29,0.6,0.25,1,0,0,0,0,0,1.5,0.33,0.73,0.34,1,9,0,0,0,0,0,0.29,0.65,0.31,2,0,1226
1,11,0,0,0,0,0,0.3,0.66,0.28,1,9,0,0,0,0,0,0.3,0.59,0.64,1,0,0,0,0,0,1,0.35,0.64,0.35,1,17,0,0,0,0,0,0.29,0.6,0.25,1,0,0,0,0,0,1.5,0.33,0.73,0.34,1,9,0,0,0,0,0,0.29,0.65,0.31,1,12,3,0,0,0,0,0.77,0.19,0.41,2,0,1227
1,9,0,0,0,0,0,0.3,0.59,0.64,1,0,0,0,0,0,1,0.35,0.64,0.35,1,17,0,0,0,0,0,0.29,0.6,0.25,1,0,0,0,0,0,1.5,0.33,0.73,0.34,1,9,0,0,0,0,0,0.29,0.65,0.31,1,12,3,0,0,0,0,0.77,0.19,0.41,1,13,0,0,0,0,0,0.18,0.7,0.3,2,0,1228
1,0,0,0,0,0,1,0.35,0.64,0.35,1,17,0,0,0,0,0,0.29,0.6,0.25,1,0,0,0,0,0,1.5,0.33,0.73,0.34,1,9,0,0,0,0,0,0.29,0.65,0.31,1,12,3,0,0,0,0,0.77,0.19,0.41,1,13,0,0,0,0,0,0.18,0.7,0.3,1,12.6,3.6,0,0,0,0,0.68,0.53,0.32,2,0,1229
1,17,0,0,0,0,0,0.29,0.6,0.25,1,0,0,0,0,0,1.5,0.33,0.73,0.34,1,9,0,0,0,0,0,0.29,0.65,0.31,1,12,3,0,0,0,0,0.77,0.19,0.41,1,13,0,0,0,0,0,0.18,0.7,0.3,1,12.6,3.6,0,0,0,0,0.68,0.53,0.32,1,0,0,0,0,0,1,0.24,0.68,0.42,2,0,1230
1,0,0,0,0,0,1.5,0.33,0.73,0.34,1,9,0,0,0,0,0,0.29,0.65,0.31,1,12,3,0,0,0,0,0.77,0.19,0.41,1,13,0,0,0,0,0,0.18,0.7,0.3,1,12.6,3.6,0,0,0,0,0.68,0.53,0.32,1,0,0,0,0,0,1,0.24,0.68,0.42,1,15,8,0,0,0,0,0.51,0.62,0.31,2,0,1231
1,9,0,0,0,0,0,0.29,0.65,0.31,1,12,3,0,0,0,0,0.77,0.19,0.41,1,13,0,0,0,0,0,0.18,0.7,0.3,1,12.6,3.6,0,0,0,0,0.68,0.53,0.32,1,0,0,0,0,0,1,0.24,0.68,0.42,1,15,8,0,0,0,0,0.51,0.62,0.31,1,13,0,5,0,0,0,0.61,0.64,0.46,2,0,1232
1,12,3,0,0,0,0,0.77,0.19,0.41,1,13,0,0,0,0,0,0.18,0.7,0.3,1,12.6,3.6,0,0,0,0,0.68,0.53,0.32,1,0,0,0,0,0,1,0.24,0.68,0.42,1,15,8,0,0,0,0,0.51,0.62,0.31,1,13,0,5,0,0,0,0.61,0.64,0.46,1,9,0,0,0,0,0,0.15,0.7,0.3,2,0,1233
1,13,0,0,0,0,0,0.18,0.7,0.3,1,12.6,3.6,0,0,0,0,0.68,0.53,0.32,1,0,0,0,0,0,1,0.24,0.68,0.42,1,15,8,0,0,0,0,0.51,0.62,0.31,1,13,0,5,0,0,0,0.61,0.64,0.46,1,9,0,0,0,0,0,0.15,0.7,0.3,1,5.2,5.2,0,0,0,0,0.77,0.29,0.28,2,0,1234
1,12.6,3.6,0,0,0,0,0.68,0.53,0.32,1,0,0,0,0,0,1,0.24,0.68,0.42,1,15,8,0,0,0,0,0.51,0.62,0.31,1,13,0,5,0,0,0,0.61,0.64,0.46,1,9,0,0,0,0,0,0.15,0.7,0.3,1,5.2,5.2,0,0,0,0,0.77,0.29,0.28,1,13,0,0,0,0,0,0.27,0.72,0.21,2,0,1235
1,0,0,0,0,0,1,0.24,0.68,0.42,1,15,8,0,0,0,0,0.51,0.62,0.31,1,13,0,5,0,0,0,0.61,0.64,0.46,1,9,0,0,0,0,0,0.15,0.7,0.3,1,5.2,5.2,0,0,0,0,0.77,0.29,0.28,1,13,0,0,0,0,0,0.27,0.72,0.21,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1236
1,15,8,0,0,0,0,0.51,0.62,0.31,1,13,0,5,0,0,0,0.61,0.64,0.46,1,9,0,0,0,0,0,0.15,0.7,0.3,1,5.2,5.2,0,0,0,0,0.77,0.29,0.28,1,13,0,0,0,0,0,0.27,0.72,0.21,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.12,0.76,0.26,2,0,1237
1,13,0,5,0,0,0,0.61,0.64,0.46,1,9,0,0,0,0,0,0.15,0.7,0.3,1,5.2,5.2,0,0,0,0,0.77,0.29,0.28,1,13,0,0,0,0,0,0.27,0.72,0.21,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.12,0.76,0.26,1,16,8,0,0,0,0,0.4,0.61,0.28,2,0,1238
1,9,0,0,0,0,0,0.15,0.7,0.3,1,5.2,5.2,0,0,0,0,0.77,0.29,0.28,1,13,0,0,0,0,0,0.27,0.72,0.21,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.12,0.76,0.26,1,16,8,0,0,0,0,0.4,0.61,0.28,1,0,0,0,0,0,1.5,0.2,0.66,0.31,2,0,1239
1,5.2,5.2,0,0,0,0,0.77,0.29,0.28,1,13,0,0,0,0,0,0.27,0.72,0.21,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.12,0.76,0.26,1,16,8,0,0,0,0,0.4,0.61,0.28,1,0,0,0,0,0,1.5,0.2,0.66,0.31,1,13,0,0,0,0,0,0.26,0.71,0.28,2,0,1240
1,13,0,0,0,0,0,0.27,0.72,0.21,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.12,0.76,0.26,1,16,8,0,0,0,0,0.4,0.61,0.28,1,0,0,0,0,0,1.5,0.2,0.66,0.31,1,13,0,0,0,0,0,0.26,0.71,0.28,1,12,3,0,0,0,0,0.78,0.34,0.27,2,0,1241
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.12,0.76,0.26,1,16,8,0,0,0,0,0.4,0.61,0.28,1,0,0,0,0,0,1.5,0.2,0.66,0.31,1,13,0,0,0,0,0,0.26,0.71,0.28,1,12,3,0,0,0,0,0.78,0.34,0.27,1,15,0,0,0,0,0,0.29,0.65,0.28,2,0,1242
1,9,0,0,0,0,0,0.12,0.76,0.26,1,16,8,0,0,0,0,0.4,0.61,0.28,1,0,0,0,0,0,1.5,0.2,0.66,0.31,1,13,0,0,0,0,0,0.26,0.71,0.28,1,12,3,0,0,0,0,0.78,0.34,0.27,1,15,0,0,0,0,0,0.29,0.65,0.28,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1243
1,16,8,0,0,0,0,0.4,0.61,0.28,1,0,0,0,0,0,1.5,0.2,0.66,0.31,1,13,0,0,0,0,0,0.26,0.71,0.28,1,12,3,0,0,0,0,0.78,0.34,0.27,1,15,0,0,0,0,0,0.29,0.65,0.28,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.24,0.69,0.29,2,0,1244
1,0,0,0,0,0,1.5,0.2,0.66,0.31,1,13,0,0,0,0,0,0.26,0.71,0.28,1,12,3,0,0,0,0,0.78,0.34,0.27,1,15,0,0,0,0,0,0.29,0.65,0.28,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.24,0.69,0.29,1,17,9,0,0,0,0,0.68,0.24,0.48,2,0,1245
1,13,0,0,0,0,0,0.26,0.71,0.28,1,12,3,0,0,0,0,0.78,0.34,0.27,1,15,0,0,0,0,0,0.29,0.65,0.28,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.24,0.69,0.29,1,17,9,0,0,0,0,0.68,0.24,0.48,1,6,0,0,0,0,0,0.1,0.75,0.34,2,0,1246
1,12,3,0,0,0,0,0.78,0.34,0.27,1,15,0,0,0,0,0,0.29,0.65,0.28,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.24,0.69,0.29,1,17,9,0,0,0,0,0.68,0.24,0.48,1,6,0,0,0,0,0,0.1,0.75,0.34,1,14,0,0,0,0,0,0.26,0.69,0.31,2,0,1247
1,15,0,0,0,0,0,0.29,0.65,0.28,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.24,0.69,0.29,1,17,9,0,0,0,0,0.68,0.24,0.48,1,6,0,0,0,0,0,0.1,0.75,0.34,1,14,0,0,0,0,0,0.26,0.69,0.31,1,12.4,0,2.4,0,0,0,0.57,0.26,0.69,2,0,1248
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.24,0.69,0.29,1,17,9,0,0,0,0,0.68,0.24,0.48,1,6,0,0,0,0,0,0.1,0.75,0.34,1,14,0,0,0,0,0,0.26,0.69,0.31,1,12.4,0,2.4,0,0,0,0.57,0.26,0.69,1,19,0,0,0,0,0,0.25,0.54,0.56,2,0,1249
1,9,0,0,0,0,0,0.24,0.69,0.29,1,17,9,0,0,0,0,0.68,0.24,0.48,1,6,0,0,0,0,0,0.1,0.75,0.34,1,14,0,0,0,0,0,0.26,0.69,0.31,1,12.4,0,2.4,0,0,0,0.57,0.26,0.69,1,19,0,0,0,0,0,0.25,0.54,0.56,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,0,1250
1,17,9,0,0,0,0,0.68,0.24,0.48,1,6,0,0,0,0,0,0.1,0.75,0.34,1,14,0,0,0,0,0,0.26,0.69,0.31,1,12.4,0,2.4,0,0,0,0.57,0.26,0.69,1,19,0,0,0,0,0,0.25,0.54,0.56,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.2,0.68,0.33,2,0,1251
1,6,0,0,0,0,0,0.1,0.75,0.34,1,14,0,0,0,0,0,0.26,0.69,0.31,1,12.4,0,2.4,0,0,0,0.57,0.26,0.69,1,19,0,0,0,0,0,0.25,0.54,0.56,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9,0,0,0,0,0,0.2,0.68,0.33,1,16,8,0,0,0,0,0.54,0.42,0.57,2,0,1252
